id,title,wage,vessel_type,vessel_name,start_date,contract_duration,trading_region,info_text
465975,Motorman,$ 1 300 - $ 1 500 per month,Oil Products Tanker,Black Sea,20/11/2024,4 months,Tanzania,"
Information about vacancy Motorman (for Oil Products Tanker):
• Duration - 4(+-1) months• Type of vessel - Oil Tanker 5500 dwt• Owners - Ukraine️ Верификация на руках️ Обновленные данные в РЕЗЕРВ+️ Возможен СТАРТ в должности!️ Experience - TankerНаши контакты:Apply via Maritime ZoneOffice - +380 (48) 737 55 33 WhatsApp / Viber / Telegram - +380 (63) 73 755 33
"
472249,ETO,$ 6 500 per month,Bulk Carrier,,24/11/2024,5 months,Cyprus,"
Information about vacancy ETO (for Bulk Carrier):
ETO to Bulk carrier CapesizeYOB: 2014DWT: 175877 tBuilder: KoreaMain Engine: MAN B&W 6S70MCSalary: 6500$  or equivalent in EuroContract: 4+2 months Joining: NovemberRequirements: min 12 months in rank experience on same type of vessel, Good English
"
471936,2nd Officer,$ 150 per day,Other vessels,,27/11/2024,2 months,,"
Information about vacancy 2nd Officer (for Other vessels):
VSL’s type – OSV DP2; Wages – 150 USD per day; Contract Duration: 60 +/- 30 days; Area of sailing – UAE; Join date – ASAP; Comments: The candidate must hold Officer of the Watch License and DP Full Certificate. Minimum obligatory experience – 6 months actual on board in the rank of Second Officer/DPO and 360 active DP hours; ADNOC approved candidates are preferable. Please apply with: 1. Updated CV with details of sea service; 2. COC and Endorsement and all valid STCW certificates; 3. Passport copy; 4. Seaman’s book and DP Log Book copies of all pages with details of sea service evidence of each vessel as detailed on CV; 5. References from previous employers; 6. Medical certificate; Candidates must be fully vaccinated against Covid-19. Apply via Navis Telegram Channel (NTC) Apply via Maritime Zone or get hired faster please fill in application form online on our website: 
"
447804,Chief Engineer,$ 8 855 per month,General cargo,Baltic Sea,22/11/2024,4 months,Netherlands,"
Information about vacancy Chief Engineer (for General cargo):
Chief Engineer unlimited
"
469956,AB Seaman,$ 1 700 per month,Bulk Carrier,,01/12/2024,5 months,,"
Information about vacancy AB Seaman (for Bulk Carrier):
AB for BulkerFree EmploymentJoining Date: 1/12/2024Duration: 5+/-3 monthsSalary: 1700 USDCrew: Ukrainian DWT: 810002021 yobE-mail for your application:Apply via Maritime ZoneTelephone+380 50 482 83 10Join our telegram
"
457107,Boatswain,Salary Negotiable,Bulk Carrier,,05/01/2025,6 months,,"
Information about vacancy Boatswain (for Bulk Carrier):
Bulker, 4 cranes new build, China, delivery , Ukrainian ONLY, TOP officers Ukrainian, ratings - filipino
"
471035,AB Seaman,$ 2 000 per month,General cargo,,25/11/2024,4 months,Portugal,"
Information about vacancy AB Seaman (for General cargo):
Schengen visa required for Russian citizen.
"
473008,Chief Officer,$ 5 600 per month,General cargo,,01/12/2024,6 months,Norway,
460624,Oiler,$ 1 800 per month,General cargo,,10/12/2024,6 months,Panama,
473767,2nd Engineer,Salary Negotiable,Container Ship,Worldwide,25/11/2024,5 months,Portugal,
473337,Chief Engineer,$ 8 200 - $ 9 200 per month,Container Ship,,06/12/2024,4 months,,"
Information about vacancy Chief Engineer (for Container Ship):
Возможен старт в должности и переход с другого типа судна!Отправляйте анкету на WhatsApp +380639490001 Марк.
"
472176,El. Eng. Assistant,$ 1 691 per month,Ferry,Mediterranean Region,20/11/2024,6 months,Cyprus,
469385,2nd Engineer,$ 6 650 per month,Cement Carrier,,22/01/2025,4 months,,"
Information about vacancy 2nd Engineer (for Cement Carrier):
Switzerland Management;Free Internet on board;Free of charge employment service
"
472463,4th Engineer,$ 2 800 per month,Bulk Carrier,,20/11/2024,4 months,Marshall Islands,"
Information about vacancy 4th Engineer (for Bulk Carrier):
GOOD ENGLISH , EXPERIENCE +380974841783 viber
"
472199,Master,Salary Negotiable,Container Ship,,20/11/2024,4 months,Panama,
473788,OS,$ 1 550 per month,RO-RO,,28/11/2024,6 months,,
473858,ETO,Salary Negotiable,LPG / LNG,,23/11/2024,6 months,,
470777,4th Engineer,$ 4 100 per month,Oil Products Tanker,,18/12/2024,5 months,Marshall Islands,
461166,Oiler,$ 3 700 per month,RO-RO,,04/12/2024,8 weeks,,"
Information about vacancy Oiler (for RO-RO):
GOOD ENGLISHDWT 2692GRT 24828BLT 1981Cargo Capacity - more than 500 carsPassenger Capacity - more than 1200 pax & 55 crewDuration - 8/8 weeksJoining - Apply via Maritime Zone
"
470327,Chief Engineer,Salary Negotiable,Heavy lift vessel,,05/01/2025,4 months,,"
Information about vacancy Chief Engineer (for Heavy lift vessel):
Rank: CHIEF ENGINEERContract: 4+/-1 monthsEmbarkation: Apply via Maritime ZoneType: HEAVY LIFTDwt: 32279Engine Model: SULZER WARTSILA 7RT-flex50
"
466709,2nd Engineer,Salary Negotiable,Jack-up Vessel,,20/11/2024,5 weeks,,"
Information about vacancy 2nd Engineer (for Jack-up Vessel):
2nd Engineer is required for jack-up bargeDuration approx. 5 weekssalary: negotiableRequirements:Jacking experience HUET, CA-EBS certificates
"
435691,3rd Officer,$ 2 700 per month,General cargo,,25/12/2024,6 months,Malta,
464734,AB Seaman,$ 1 791 per month,Container Ship,,20/11/2024,6 months,,"
Information about vacancy AB Seaman (for Container Ship):
WE ARE LOOKING FOR UKRAINIAN CREW WHO ARE CURRENTLY ABROAD !POSITION OF AB IS OPEN!PLEASE CONTACT US !VACANCY IS ONLY FOR UKRAINIAN CREW!Type of the vessel : ContainerDuration of the contract : 6 +/-1mnthSalary : 1791$/ mnthEnglish is required.Tel.: +38 093 116 52 17(ONLY VIBER, WHATSAPP,TELERGRAM) , pic : Veronica,
"
471166,ETO,$ 5 500 - $ 5 800 per month,Bulk Carrier,,28/11/2024,5 months,,"
Information about vacancy ETO (for Bulk Carrier):
ETO or ETRBulk CarrierJoining within end November / December (ASAP)Wage Apply via Maritime Zone –  usd or even more (ie  usd) depending on experienceCrew mixGood EnglishExperience in rank
"
460777,Chief Officer,$ 12 500 per month,LPG / LNG,,30/11/2024,4 months,Liberia,
468717,Chief Officer,$ 7 720 per month,RO-RO,,25/11/2024,4 months,Germany,"
Information about vacancy Chief Officer (for RO-RO):
US VISA
"
471189,Fitter / Welder,$ 2 200 - $ 2 500 per month,Container Ship,,10/12/2024,6 months,,"
Information about vacancy Fitter / Welder (for Container Ship):
FitterContainer Vessels 1000-20000 TEUs2200-2500 USD6+/-1 mExperience in rankApply via Maritime Zone
"
469940,Chief Engineer,$ 8 900 per month,Multi-Purpose Vessel,Worldwide,24/11/2024,4 months,Portugal,"
Information about vacancy Chief Engineer (for Multi-Purpose Vessel):
Schengen visa is a must
"
469413,Chief Officer,$ 7 100 per month,Bulk Carrier,,04/12/2024,4 months,,"
Information about vacancy Chief Officer (for Bulk Carrier):
Free of charge employment service;Now Hiring
"
471920,Oiler,Salary Negotiable,Container Ship,,01/12/2024,6 months,,"
Information about vacancy Oiler (for Container Ship):
Rank: OILERContract: 6 monthsEmbarkation: Apply via Maritime ZoneType: CONTDwt: 37500Year: 2024
"
426052,Master,$ 21 732 per month,LPG / LNG,,12/12/2024,3 months,Liberia,
470798,2nd Engineer,$ 7 500 per month,Bulk Carrier,,20/11/2024,6 months,,
472571,Chief Engineer,$ 7 700 per month,General cargo,,25/11/2024,4 months,Portugal,"
Information about vacancy Chief Engineer (for General cargo):
Crew complement: Master, CO,2O, CE, 2 ABs, OS/CCK,FTR, OLR
"
472121,Master,$ 300 per day,AHTS,,20/11/2024,3 months,,"
Information about vacancy Master (for AHTS):
Position : Master for NON DP AHTS vesselLocation : Saudi Arabia / ARAMCOCertificates & Qualifications : Master Unlimited COCExperience : 730 days of experience as a Master on NON DP AHTS / PSV vessels
"
462822,3rd Officer,$ 5 000 per month,LPG / LNG,,25/12/2024,3 months,Liberia,"
Information about vacancy 3rd Officer (for LPG / LNG):
fully ref experience, 1 year in Rank
"
467289,Chief Officer,Salary Negotiable,Container Ship,,04/12/2024,5 months,Cyprus,"
Information about vacancy Chief Officer (for Container Ship):
We are looking for CO candidates for Container Ship ( Apply via Maritime Zone -  DWT ).We need to highlight that the final wage depends on seafarer's experience. Please mention in CV Your full Sea Service in rankWe offer the following bonuses:- Re-joining bonus- Loyalty bonus- Medical insuranceIn case of interest please apply for this vacancy here or send Your CV directly to the crewing department 
"
473730,Chief Officer,Salary Negotiable,Container Ship,,25/11/2024,5 months,Liberia,
473225,2nd Engineer,$ 7 500 per month,Bulk Carrier,,23/11/2024,4 months,,"
Information about vacancy 2nd Engineer (for Bulk Carrier):
URGENTLY!!!! We are looking for 2 Eng on Bulk Carrier   DWT – 79000Year of build – 2011Joining – November Salary – 7500-+3000 rb USDDuration – 4 months  Crew – mixRequirements: professional knowledge/skills is a must.  Apply via Maritime Zone Contact us: +38 050 906 16 13   
"
460059,2nd Officer,$ 3 900 per month,Bulk Carrier,,24/11/2024,5 months,Greece,"
Information about vacancy 2nd Officer (for Bulk Carrier):
NO AGENCY FEEViber/ WhatsApp / Telegram - +38 068 947 40 95Please filled Online Aplication as per below link:Apply via Maritime Zone?
"
473675,Pumpman,$ 3 100 per month,Oil Products Tanker,Mediterranean Region,29/11/2024,3 months,Morocco,
468193,3rd Officer,$ 3 600 - $ 3 800 per month,Chemical tanker,,01/12/2024,6 months,,"
Information about vacancy 3rd Officer (for Chemical tanker):
Germany Management ;Free of charge employment service;Now Hiring
"
466027,2nd Engineer,$ 10 000 - $ 10 500 per month,Chemical tanker,,20/11/2024,4 months,,"
Information about vacancy 2nd Engineer (for Chemical tanker):
Second Engingeer on Chemical / Oil Products TankerDuration: 4 months +/- 1Embarkation: Apply via Maritime ZoneVISA: USA C1/DSalary: 10000 - 10500 USD per monthYear of build: 2019DWT: 49800Engine: MAN 6S50ME – 7180 KWEnglish: GoodCrew: MixedSailing area: WWYou are welcome to send your CV on  More vacancies on Telegram @tridentmaritime_vacanciesAnd contact us on LinkedIn [Apply on Telegram, WhatsApp, Viber +380687373735, +380957373735, +380667373735, +380977373735]
"
466477,Chief Officer,Salary Negotiable,Heavy lift vessel,,10/01/2025,4 months,,"
Information about vacancy Chief Officer (for Heavy lift vessel):
Rank: Chief OfficerContract: 4+/-1 monthsEmbarkation: Apply via Maritime ZoneType: HEAVY LIFTDwt: 25733Engine Model: MAN B&W 6S40ME-B9Follow the link to apply:
"
472064,2nd Officer,$ 3 500 - $ 4 500 per month,Container Ship,,19/11/2024,6 months,,"
Information about vacancy 2nd Officer (for Container Ship):
ASAP , possible START!!!
"
452201,Chief Engineer,$ 6 250 per month,Oil Products Tanker,,19/11/2024,2 months,Cyprus,
457453,Mechanical Technician,$ 1 964 per month,Power Station Vessel,Black Sea,30/11/2024,4 months,Liberia,"
Information about vacancy Mechanical Technician (for Power Station Vessel):
• Duration - 4(+-1) months• Верификация на руках• Обновленные данные в РЕЗЕРВ+• Type of vessel - Power Station 3310 dwt• Location – Ukraine• Тема письма для Application Form - ""Power Station Vessel"" !!Наши контакты:Apply via Maritime ZoneOffice - +380 (48) 737 55 33 WhatsApp / Viber / Telegram - +380 (63) 73 755 33
"
469151,2nd Officer,$ 4 000 per month,Chemical tanker,Black Sea,25/11/2024,3 months,Liberia,
465871,3rd Engineer,$ 3 900 per month,Bulk Carrier,,25/11/2024,6 months,Malta,"
Information about vacancy 3rd Engineer (for Bulk Carrier):
Position – 3 ENGType – Bulk CarrierDwt - 89000Apply via Maritime Zone. 2017Flag - Malta. Asia - USAM/e MAN B&W MEFull Crew in ERCoe – 6 +-1  monthsSalary – 3900 usdAge limite till 36English level - goodJoining – End of November
"
470720,Motorman,$ 2 000 per month,Crude Oil Tanker,,20/11/2024,6 months,,
467909,3rd Officer,$ 3 875 per month,Citrus Juice Tanker,,22/11/2024,4 months,,"
Information about vacancy 3rd Officer (for Citrus Juice Tanker):
Candidate should be English fluent and holder of C1/D US Visa, valid COC/END, SB, STCW documents.Tankerman certificates are not required.
"
453105,Chief Officer,$ 11 000 - $ 11 600 per month,Chemical tanker,,02/12/2024,2 months,Malta,"
Information about vacancy Chief Officer (for Chemical tanker):
Apply via Maritime Zone years in Rank required
"
471424,Master,$ 9 300 per month,Bulk Carrier,Worldwide,24/01/2025,5 months,Marshall Islands,
474061,2nd Engineer,$ 4 547 per month,Research vessel,,14/12/2024,4 months,,"
Information about vacancy 2nd Engineer (for Research vessel):
We Need a  2nd Engineer  ( possible till 3000kwt ) for Research vessel , with or without USA visa , with or without experience on such type of vesselOwner USAManager IrelandSalary 4300 eu /monthContract Duration 4 monthJoining date 13-14 of December 2024Full Crew in Enginer room and ETOMix Crew on board .Joining place Palau
"
471633,ETO,Salary Negotiable,Container Ship,,19/11/2024,5 months,Liberia,
470188,2nd Officer,$ 4 100 per month,Cement Carrier,,01/12/2024,2 months,,"
Information about vacancy 2nd Officer (for Cement Carrier):
Experience in rank, Good English
"
469653,Master,$ 6 120 per month,General cargo,,28/11/2024,6 months,,"
Information about vacancy Master (for General cargo):
MASTERGeneral Cargo Ship Until end NovemberSalary is 6120 USD with 2000USD charterers bonusContract 6+1 monthsCrew mix. Good EnglishExperience in rankApply via Maritime Zone
"
468804,Single Engineer,$ 4 500 per month,General cargo,,28/11/2024,4 months,,"
Information about vacancy Single Engineer (for General cargo):
Single EngineerGeneral cargo vessel DWT 1800Joining: End of November / week 48Contract: 4 months +/-1mSalary: Apply via Maritime Zone EURGood EnglishExperience in rank
"
470167,2nd Engineer,Salary Negotiable,Container Ship,,02/12/2024,4 months,Worldwide,"
Information about vacancy 2nd Engineer (for Container Ship):
2nd Engineers ( Ukrainian nationality) are required to container vessels. Contract duration 4 months; monthly salary:- negotiable. Joining: Apply via Maritime Zone. Mixed crews, good English knowledge knowledge, experience in rank compulsory. PLEASE SEND YOUR APPLICATION FORMS ON   stating NAME; RANKAll messengers:   +380504745178 - Mrs. Irina                        e-mail: 
"
462859,ETO,$ 6 200 per month,RO-RO,,01/12/2024,4 months,Panama,"
Information about vacancy ETO (for RO-RO):
We look for ETO to join Ro-Ro vessel (DWT 22986, 1991 Apply via Maritime Zone., flag - Panama, Sulzer 6ATL25H, 4 Stroke, 21120 kW/ 28716 HP) in the beginning-middle of December. The proposed conditions: 4 months contract +-1, monthly wages - 6200 USD. Requirements: rank experience, 4 Stroke engine experience.
"
471326,AB Seaman,$ 1 600 per month,Bulk Carrier,Worldwide,17/01/2025,6 months,Panama,
460167,4th Engineer,$ 2 200 per month,Dry Cargo,,01/12/2024,6 months,Liberia,"
Information about vacancy 4th Engineer (for Dry Cargo):
Розглянемо кандидата в cтарт. Мати обов'язково досвід роботи моториста 1-го класу.Надсилайте свою анкету на Viber +38066 416 06 91 
"
473931,Chief Officer,$ 12 350 per month,Crude Oil Tanker,,30/11/2024,4 months,Liberia,"
Information about vacancy Chief Officer (for Crude Oil Tanker):
looking for ukrainian crew with Mini12 month(s) experience  as Ch Off on same type
"
463032,Chief Engineer,Salary Negotiable,Cement Carrier,,01/12/2024,4 months,,"
Information about vacancy Chief Engineer (for Cement Carrier):
We are looking for the following crew:CEMENT CARRIERS, Joining in December- Chief EngineerSalary – negotiable, Contract Duration is 4 +/- 1 monthsRequirements:-	Mix crew experience-	Experience in rank min 2 contracts-	4 stroke exp 
"
473198,2nd Engineer,$ 8 000 per month,Container Ship,,15/12/2024,4 months,Marshall Islands,
467421,Health and Safety Officer,$ 5 580 per month,Passenger vessel,,06/12/2024,4 months,Bahamas,
473032,ETO,$ 5 500 per month,Bulk Carrier,Worldwide,23/11/2024,4 months,Bahamas,"
Information about vacancy ETO (for Bulk Carrier):
 Bulker DWT 38800/2005 Apply via Maritime Zone.  ME:Wartsila 6RTA, kW 7300  Flag: BahamasJoining: Nov,21-24 2024/Poland️ REQ: experience in rank, good English, Covid vaccination, Russian certificates, Schengen visa or Ukrainian Bio PP.
"
465109,ETO,$ 6 300 per month,Bulk Carrier,,10/12/2024,4 months,Marshall Islands,
468691,ETO,$ 6 000 - $ 6 700 per month,LPG / LNG,,20/11/2024,4 months,,"
Information about vacancy ETO (for LPG / LNG):
URGENTLY!!!! We are looking for a ETO on LPG Tanker Diploma ETO III/6 !!! Basic Gas Diploma!Возможен переход из Container vessels или dry cargo!!!DWT – 7400Year of build – 2003Joining – immediateSalary – 6000-6700 USD/month  Duration – 4 months  Crew –  mixRequirements:  Good English and professional knowledge/skills is a must.  Apply via Maritime Zone Contact us: +38 095 412 29 98   
"
473874,2nd Officer,Salary Negotiable,Chemical tanker,,05/12/2024,4 months,,"
Information about vacancy 2nd Officer (for Chemical tanker):
Requirements:•	Nationality: Turkish, Ukrainian, Russian, Georgian, and Europe•	Experience: Minimum of 12 months.•	English Proficiency: A good command of English is mandatory.•	Company Stability: Candidates should not have worked with more than two companies during their last five completed contracts.•	Candidates need to have experience on vessels with DWT more than 40•	Age Limit: Maximum age of 50 years.•	Salary: Per experience•	 Contact: I am ready to answer all your questions via WhatsApp.•	Send your CV via WhatsApp at: +380961576853•	 Email for CV submission: Apply via Maritime Zone•	Join our team – we are waiting for you!
"
469080,2nd Officer,$ 3 500 - $ 4 000 per month,Container Ship,,20/11/2024,6 months,,"
Information about vacancy 2nd Officer (for Container Ship):
SECOND OFFICER (Should have Min 18 MONTHS rank experience on the same type of vessels MUST)Contract duration : 6+-1 monthsSailing area : Africa / AsiaVessel : Container ShipYOB: 1998GRT: 15000Salary: 3500-4000 USD p/mJoining: ASAPEmail: Apply via Maritime ZoneMessengers: +380735343111                         +380735343112                         +380735343113
"
472766,El. Engineer,$ 5 000 per month,Bulk Carrier,,30/11/2024,4 months,,"
Information about vacancy El. Engineer (for Bulk Carrier):
Various open positions for ELECTRICAL ENGINEER to join Bulk fleet.4 +/-1 month contract | Stable job | Insurance during employment | Travel covered
"
468916,3rd Engineer,$ 3 700 - $ 4 500 per month,Crude Oil Tanker,,19/11/2024,6 months,Liberia,"
Information about vacancy 3rd Engineer (for Crude Oil Tanker):
FOR UKRAINIANS ONLYPlease contact me via WA +380666990553 Daryna
"
471664,3rd Officer,$ 2 800 - $ 3 000 per month,Bulk Carrier,Worldwide,30/11/2024,5 months,Liberia,"
Information about vacancy 3rd Officer (for Bulk Carrier):
ВОЗМОЖНО ПОВЫШЕНИЕ ДЕДВЕЙТА.СРОЧНО ТРЕБУЕТСЯ 3Й ПОМОЩНИК В ГРЕЧЕСКУЮ КОМПАНИЮ.Уважаемые моряки, прошу обратить внимание, что РАССМАТРИВАЮТСЯ ДЛЯ ТРУДОУСТРОЙСТВА ТОЛЬКО УКРАИНЦЫ!!!Предпочтительно для тех моряков, которые находятся за границей. Или на территории Украины с правом выезда. Отклики на вакансию оставляйте по номеру. Tel.: 0660249033 Vladislava (Viber, WhatsApp,Telegram)
"
473659,2nd Engineer,$ 8 000 per month,Container Ship,,07/12/2024,4 months,Liberia,
470976,3rd Engineer,$ 3 500 per month,Bulk Carrier,,15/12/2024,6 months,Marshall Islands,"
Information about vacancy 3rd Engineer (for Bulk Carrier):
Good English is mandatory
"
473209,Chief Engineer,Salary Negotiable,AHTS,West Africa,18/12/2024,4 weeks,Netherlands,"
Information about vacancy Chief Engineer (for AHTS):
-	Chief Engineer (With DP license)-	Needs to have multicat/ahts of tug experience
"
474036,Master,$ 9 700 per month,Bulk Carrier,,19/12/2024,4 months,Liberia,
468500,Chief Engineer,$ 10 950 per month,Container Ship,,02/12/2024,4 months,,
471721,Master,$ 7 000 - $ 7 500 per month,AHT,,05/01/2025,3 months,Singapore,"
Information about vacancy Master (for AHT):
Searching for the Captain for AHT vessel. Work in rotation 12/12 weeks. Salary can be   proposed 7500 usd pm. Region UAE. Long term project. 
"
464870,3rd Officer,$ 4 116 per month,Container Ship,,05/12/2024,4 months,Germany,"
Information about vacancy 3rd Officer (for Container Ship):
TOP URGENT! THIRD OFFICER – CONTAINER– 4116 USD p/mRank: THIRD OFFICERVessel type: CONTAINER (15000 TEU)Salary: 4116 USD P/MContract duration: 4 monthsFULLY VACCINATEDGOOD ENGLISH KNOWLEDGEexperience in rank compulsoryUS visaEmbarkation date: DECEMBERPLEASE SEND YOUR APPLICATION FORMS ON Apply via Maritime Zone  stating NAME; RANKAll messengers:   +380977335077  - Mrs. Anna                        e-mail: 
"
460833,Master,$ 9 000 - $ 9 300 per month,Bulk Carrier,Worldwide,03/12/2024,4 months,Liberia,
468783,Chief Officer,Salary Negotiable,General cargo,,15/12/2024,1 month,Netherlands,"
Information about vacancy Chief Officer (for General cargo):
We are looking for Chief Officer to join General Cargo. Start: mid of December; steady rotation 4/4 weeks or 6/6 weeks; fixed line between Moerdijk NL - UK. Relevant experience is a must , Chief officer is also responsible for the cargo planning. Please send your CV to Apply via Maritime Zone
"
471058,Chief Engineer,$ 11 500 - $ 12 500 per month,Chemical tanker,,20/11/2024,5 months,,"
Information about vacancy Chief Engineer (for Chemical tanker):
CHIEF ENGINEER (Should have Min 24 MONTHS rank experience on the same type of vessels MUST)Contract duration : 4+-1 monthsSailing area : Singapore, Khor FakkanVessel : Chemical/Oil Products TankerYOB: 2008GRT: 26914Salary: 11500-12500 USD p/mJoining: ASAPEmail: Apply via Maritime ZoneMessengers: +380735343111                         +380735343112                         +380735343113
"
469468,AB Seaman,$ 1 791 per month,Container Ship,,28/11/2024,6 months,,"
Information about vacancy AB Seaman (for Container Ship):
WE ARE LOOKING FOR UKRAINIAN CREW WHO ARE CURRENTLY ABROAD !POSITION OF AB IS OPEN!PLEASE CONTACT US !VACANCY IS ONLY FOR UKRAINIAN CREW!Type of the vessel : ContainerDuration of the contract : 6 +/-1mnthSalary : 1791$/ mnthEnglish is required.Tel.: +38 093 116 52 17(ONLY VIBER, WHATSAPP,TELERGRAM) , pic : Veronica,
"
454316,AB Seaman,$ 1 900 - $ 2 000 per month,LPG / LNG,,22/12/2024,5 months,,"
Information about vacancy AB Seaman (for LPG / LNG):
We're looking for Able Seamen with good English, LPG/LNG exp - gas docs are required. Please send us your CV or contact us via email reg vacancy and vessel's details.
"
473966,Chief Officer,$ 7 500 per month,Container Ship,,10/01/2025,4 months,Portugal,"
Information about vacancy Chief Officer (for Container Ship):
We look for a Chief Mate  able to join a Container vessel  (2008 year built; Portugal  flag; DWT 13747 /   GRT 9957; 1100 TEU;  ME MAN B&W  1*7L58/64, 4 Stroke, 9730 kwt / 13229 hp  ) at the beginning of January.  International crew on board. Conditions of employment:   4 months contract;  the proposed  monthly wages – USD7500.Requirements: -  good rank  and container vessel experience;  -  knowledge of English If interested, please apply  with your latest CV.  
"
469192,OS,$ 1 900 per month,Bulk Carrier,,07/12/2024,6 months,,"
Information about vacancy OS (for Bulk Carrier):
Join us
"
472674,Chief Officer,$ 7 720 per month,Container Ship,,07/12/2024,4 months,,"
Information about vacancy Chief Officer (for Container Ship):
Free of charge employment service;Now Hiring
"
469038,Chief Engineer,$ 8 500 per month,Reefer,,05/12/2024,4 months,,"
Information about vacancy Chief Engineer (for Reefer):
On behalf of our Client, we are looking for a Chief Engineer to join Reefer vessel.Conditions:Salary: 8500 USD NETJoining: Apply via Maritime ZoneDuration: 4 months +/-1Requirements:Good EnglishValid STCW certificatesMedical certificatePrevious experience in rank with similar 2 stroke engineVessel info:GT: 5100, DWT: 5937Flag: BahamasME: B&WPlease apply by  or send your CV to: 
"
442368,ETO,Salary Negotiable,Oil Products Tanker,,20/11/2024,6 months,Singapore,"
Information about vacancy ETO (for Oil Products Tanker):
ETO on Oil Products Tanker with relevant experience. Salary Negotiable. Contracts up to 6 months. 
"
470219,Chief Officer,Salary Negotiable,AHTS,,22/11/2024,2 months,,"
Information about vacancy Chief Officer (for AHTS):
VSL’s type – AHTS DP2; Contract Duration: 80 +/-30 days; Area of sailing – Ghana; Join date – ASAP; Comments: The candidate must hold Chief Officer’s License and DP Full certificate; Minimum obligatory experience – 12 months on similar type of vessels actual on board in the rank of Chief Officer/DPO (Static Towing/Tanker Lifting and experience working on CPP propulsion are obligatory); Please apply with: 1. Updated CV with details of sea service; 2. COC and Endorsement and all valid STCW certificates; 3. Passport copy; 4. Seaman’s book and DP Log Book copies of all pages with details of sea service evidence of each vessel as detailed on CV; 5. References from previous employers; 6. Medical certificate; Candidates must be fully vaccinated against Covid-19. Apply via Navis Telegram Channel (NTC) Apply via Maritime Zone or get hired faster please fill in application form online on our website: 
"
473823,2nd Engineer,$ 7 000 per month,Bulk Carrier,,23/12/2024,4 months,,"
Information about vacancy 2nd Engineer (for Bulk Carrier):
-Contract duration - 4+-1 months-Joining date - DECEMBER-Vessel type - BULK (20000 DWT)-Salary - 6500-7000$Electronic ME expPlease, send  your CV: •   +380985304304( WhatsApp) •   Apply via Maritime Zone
"
472731,3rd Engineer,$ 4 100 per month,Container Ship,,28/11/2024,6 months,,"
Information about vacancy 3rd Engineer (for Container Ship):
Free of charge employment service;Now Hiring
"
473989,3rd Engineer,$ 4 500 per month,Crude Oil Tanker,,10/12/2024,6 months,,
474020,3rd Officer,$ 4 686 per month,Crude Oil Tanker,,01/12/2024,4 months,Saudi Arabia,"
Information about vacancy 3rd Officer (for Crude Oil Tanker):
Aframax or VLCC experience.Experience  in rank 12 months.Good English Unlimited Internet on board. Please contact by Mobile: +380504924364/ (Viber/Telegram) Yuliia 
"
471672,Chief Officer,$ 7 700 per month,Bulk Carrier,,25/11/2024,4 months,,
469242,3rd Engineer,$ 3 600 per month,RO-RO,,30/11/2024,4 months,,
464866,Chief Engineer,$ 6 500 - $ 7 500 per month,General cargo,,25/12/2024,4 months,Germany,"
Information about vacancy Chief Engineer (for General cargo):
Please contact +380997100755 (viber, whatsapp, telegram)Email Apply via Maritime Zone
"
465324,Deck Cadet,$ 436 per month,Container Ship,,08/01/2025,6 months,,
470825,AB-Cook,$ 214 per day,Tug boat,,25/11/2024,5 weeks,,"
Information about vacancy AB-Cook (for Tug boat):
VSL’s type – Tug; Wages – 200 EUR per day; Contract Duration: 5 weeks on/off; Area of sailing – UK; Join date – ASAP; Comments: The candidate must hold First Class Seaman License; Frontier Work Permit UK is obligatory. Minimum obligatory experience –  12 months vessels actual on board in Rank; Please apply with: 1. Updated CV with details of sea service; 2. COC and Endorsement and all valid STCW certificates; 3. Passport copy; 4. Seaman’s book copies of all pages with details of sea service evidence of each vessel as detailed on CV; 5. References from previous employers; 6. Medical certificate. Apply via Navis Telegram Channel (NTC) Apply via Maritime Zone or get hired faster please fill in application form online on our website: 
"
473970,Chief Engineer,$ 9 200 per month,Bulk Carrier,,25/11/2024,4 months,Panama,"
Information about vacancy Chief Engineer (for Bulk Carrier):
Pls send your CV by phone number - +380680028181 or by email - Apply via Maritime Zone
"
462232,Motorman,$ 1 750 per month,General cargo,,03/12/2024,4 months,,"
Information about vacancy Motorman (for General cargo):
+380500131255
"
468795,Master,$ 9 250 per month,Bulk Carrier,,20/11/2024,4 months,,"
Information about vacancy Master (for Bulk Carrier):
MasterBulk CarrierWage Apply via Maritime Zone usdcontract 4+/-2 monthsGood EnglishExperience in rank
"
473589,,,,,,,,
473136,Fitter / Welder,$ 2 500 per month,Bulk Carrier,,10/12/2024,5 months,Liberia,
464759,Cook,$ 1 850 - $ 2 000 per month,Heavy lift vessel,,10/01/2025,6 months,Germany,"
Information about vacancy Cook (for Heavy lift vessel):
Please contact +380997100755 (viber, whatsapp, telegram)Email Apply via Maritime Zone
"
473835,Chief Engineer,$ 9 200 per month,Bulk Carrier,,25/11/2024,3 months,,"
Information about vacancy Chief Engineer (for Bulk Carrier):
Requirements:Good EnglishSimilar experience on rank and vessel typeI will answer all your questions via WhatsApp or TelegramPlease send your CV`s to my WhatsApp: Tel: +380961936820
"
451047,Chief Engineer,$ 9 500 - $ 10 000 per month,Container Ship,,30/11/2024,4 months,Liberia,
472009,2nd Engineer,$ 7 500 per month,Reefer,,27/12/2024,4 months,Liberia,
469215,Chief Officer,$ 1 - $ 10 000 per month,LPG / LNG,,20/11/2024,4 months,Palau,
